A,B,C,D,E,F,G
1.5,18.39598064654,18.3960974191,0.11899252586000003,5.490109542420002,10.988113654880001,22.112080278459995
1.55,18.61862267574,18.618721222619996,0.11868059911999998,5.4906041533,10.9936668042,22.105796892420003
1.6,18.614759654999997,18.61485682256,0.11740830005999997,5.498365950799999,10.985447803300003,22.1205812401
1.625,18.381750819120004,18.38186304668,0.12086448091999999,5.49810913088,10.98999123582,22.10564296002
1.65,18.27361717998,18.273727635800004,0.12059219572000002,5.49516483166,10.975657231780001,22.1037086367
1.675,18.273092587319997,18.27320793174,0.12033385740000002,5.49210274336,10.992577600000002,22.116237744120003
1.7,18.26302351754,18.263143771679996,0.11964262830000003,5.498113750920001,10.98081357326,22.10726057755999
1.725,18.29382340158,18.29394339662,0.12318392745999997,5.503905493299998,11.068100370019998,22.34049005671999
1.75,18.47813482667999,18.4782757791,0.13431898666000003,5.6815925050199985,11.359977362540002,22.799459566720003
1.775,18.60085832842,18.60096489008,0.12026026595999997,5.529080363279999,11.053998374180003,22.21677019742
1.8,18.65073616666,18.650838509259998,0.12134863423999999,5.50257292748,11.010269474180001,22.115236004080003
1.825,18.2295403734,18.229688710820007,0.13546881997999993,5.6524928908800005,11.278927934999999,22.706542101680007
1.85,18.79834397918,18.798445262479994,0.12252786748,5.663963867499999,11.32440210592,22.772792504139996
1.875,18.740678108320004,18.740781546739996,0.12094515492,5.666068369180001,11.328704474099998,22.787624042559997
1.9,18.920379636680003,18.920473940839997,0.11976497416,5.67831644756,11.349169073220002,22.82063002004
1.925,18.785045549199996,18.785145345100002,0.12482230416000001,5.70376534336,11.41223222416,22.93790309502
1.95,18.86345325596,18.863551663299997,0.12249573006000002,5.738372105039999,11.502529072480002,23.184802070800007
1.975,18.873730819939997,18.873827635860003,0.12907261086000005,5.91558245486,11.856099697479998,23.794494533379996
2.0,18.778674057500005,18.778779299159996,0.13091749748,6.07752492326,12.2267235617,24.55396365157999
2.025,18.77478954418,18.7748852492,0.13581596994000006,6.419085066700001,12.804571798360003,25.684618623360006
2.05,18.410211263279997,18.41033011004,0.14656511083999998,6.8922598199800005,13.754837068159997,27.685960569200002
2.075,18.2638608483,18.263952646740005,0.15552015244,7.178025756779999,14.427487787499999,28.921319981640004
2.1,18.458258929220005,18.45838962914,0.16057954571999997,7.529120535879997,15.136442567480003,30.30135375838
2.125,18.302331355840003,18.302447125699995,0.16250656749999998,7.67728151092,15.361623004119997,30.937164354920018
2.15,18.343652164039998,18.3437646275,0.16642281918,7.72660114504,15.458971566679997,31.090170865899996
2.175,18.366529720059997,18.3666516991,0.16514468498000004,7.70004404664,15.4635931725,31.05696396502001
2.2,18.54277010752,18.54287424666,0.16191796583999998,7.71289762004,15.429506399179997,31.007004229139994
2.225,18.416237069180003,18.41634382592001,0.16340435915999996,7.721857005020002,15.412840185779997,30.8965283884
2.25,18.38574466992,18.3858571724,0.16675292924000001,7.64294378414,15.305117541719996,30.77738526824
2.275,18.106467855880002,18.106596849219997,0.17066572914000003,7.634583240820002,15.283921793359998,30.63545974241999
2.3,18.32819481584,18.32831748408,0.16732935592,7.589303349139998,15.256619620039997,30.512487449920012
2.35,18.73092994,18.731029774259998,0.16175714006,7.471396496660001,14.94770483176,30.110445625799994
2.4,18.47854886832,18.478665481680004,0.1622563332,7.400889426699999,14.819914605840001,29.758597672519997
2.45,18.699623129979997,18.699725995840005,0.15661448588000002,7.326063701619998,14.66953027496,29.467285360740014
2.5,18.638397030759997,18.6385031233,0.15696651752,7.270169586660001,14.56619994326,29.26793683330001
2.55,18.374793025900004,18.374915799180002,0.16025988004000002,7.1614633491,14.283738712499998,28.65153341248
2.6,18.21203640914,18.21218296012,0.16389188164000004,7.086982428359999,14.18284632156,28.437482334199995
2.65,18.3950800374,18.395203790800004,0.14758196917999997,6.891957367480001,13.76669763588,27.7074742267
2.7,18.371294010819994,18.37145204918,0.14849285586,6.797674948340002,13.619959178279998,27.362107298300007
2.75,18.27866867576,18.278837714160005,0.14347221259999998,6.752894904939999,13.51094993164,27.194617135
2.8,18.341223019140003,18.34138603756,0.14445208002000004,6.701791395079998,13.409668206600005,26.936416965
2.85,18.190332501679997,18.190534019160005,0.15653894077999997,6.722720266699998,13.382982882479999,26.999190165819996
2.9,18.23093648408,18.231188854220004,0.16162598330000003,6.888912716660001,13.673550058340004,27.591687721680003
2.95,18.646428821719994,18.6465759934,0.14250539250000002,6.624489430879999,13.218105460020002,26.55888766589999
3.0,18.21664748830001,18.21686424332,0.15284551074000002,6.735398180080001,13.526246175020006,26.954822687520004
