x1,x2,x3,x4,x5,x6,x7
100.0,0.0008282792899999999,0.000415422825,0.0007915514750000001,0.00025073850000000003,0.00081337755,0.00039025921500000007
200.0,0.009330242909999998,0.002933083525000001,0.00320975425,0.0006333187450000001,0.0037394602750000006,0.0009611111200000001
300.0,0.020486039964999998,0.0011622696,0.008399101084999997,0.0009283391899999999,0.00901140967,0.003931640985
400.0,0.051113624435,0.0019371831550000001,0.014169726525000002,0.00183287281,0.02352868569000001,0.005458113265
500.0,0.07780152252499999,0.005016728020000001,0.025862285515,0.005452585185000001,0.045604097665,0.009616615940000002
600.0,0.097505040695,0.006994856795,0.03542574117,0.0031051765799999997,0.08703435464999998,0.015353475474999998
700.0,0.163078230895,0.01064867985,0.05152685916000002,0.004327208055000001,0.13137453774000002,0.019384108860000002
800.0,0.24461867154999997,0.01450839087,0.080146328845,0.005815504320000001,0.196762578325,0.024728318295000006
900.0,0.30180660581499996,0.017104551215,0.11037403359499999,0.006829637944999999,0.30660426328500007,0.035889182845
1000.0,0.31348771773499995,0.019493037280000004,0.16169496042000003,0.010453175245,0.437605447385,0.04281301230499999
1100.0,0.7104201351500001,0.040084882125,0.22908341297500004,0.015130904564999999,0.4189374417249999,0.03841283417500001
1200.0,0.7948492303550002,0.04041814944,0.32656169290000003,0.018966830875000004,0.826845873975,0.06841077014000002
1300.0,1.033557344245,0.045740011035,0.46377967498000006,0.02391150927,1.0837183407100002,0.07989356675499999
1400.0,1.6467017552099998,0.06438522397000002,0.6077379264150001,0.028868574125,1.3268020928050004,0.08706530633499998
1500.0,2.2019833162699998,0.07926832678,0.7910863173499999,0.03405205524,1.5911511114149994,0.09518452562000002
1600.0,2.016266572145,0.060655546875000015,1.021401753485,0.0433207534,1.7999856910600005,0.108199712605
1700.0,3.080938152730001,0.09067617099499997,1.349975680885,0.05376571162,2.50386455422,0.13298364664999998
1800.0,3.6817410446000003,0.10059095417500002,2.118249524535,0.07705494494000001,2.7320751527400002,0.13547797363
1900.0,4.140442475050001,0.10069127291,2.5099795409149994,0.082661452805,3.2022305025400004,0.16082566900999995
2000.0,5.25394722636,0.12491453554000001,3.2881626529599997,0.10457386675499998,3.7915605810249997,0.17597836322500002
2100.0,5.619103045555001,0.12954884528500002,3.765487383534999,0.11191672286000001,4.630378169185,0.19352183296499997
2200.0,7.368216287244999,0.1638228245,4.704589449799999,0.13267404672,4.9595096911450005,0.20697925001999998
2300.0,7.597978596585001,0.15526083705000004,5.554031489915001,0.15496344182999996,5.8599495813099995,0.25804698367000006
2400.0,8.370760305220001,0.15242128933000001,5.968212896085001,0.154181240795,5.989423201315002,0.23498521555
2500.0,11.299025219775,0.205332035565,6.821917579055,0.16936087991000007,7.271862199290001,0.266558431045
2600.0,12.369637307344998,0.22073088532,8.257649173464998,0.21089263792999996,8.780362943804999,0.31502040589
2700.0,12.662148004845,0.22886482712,8.68624484773,0.20226240003499998,9.868065878980001,0.34159130673000004
2800.0,13.683800836809999,0.223770134305,10.054144738440002,0.21915083536500002,10.609539021535,0.34282086699000003
2900.0,16.19214806058,0.24419923922999992,10.967342243589998,0.24550842489999997,11.971825136604997,0.38879009304000006
3000.0,15.48348595581,0.26168438005,12.522894437915001,0.26637111410500003,13.313828842514999,0.4250953474949999
3100.0,18.103537793944994,0.29337560987499994,14.059225948964997,0.283389791895,14.205760066044997,0.41138214518000005
3200.0,22.542482486215004,0.33372071163499994,15.041099385375,0.298555449785,14.839816777464998,0.4243076247900001
3300.0,25.94649678422,0.3742872286899999,16.78197411711,0.316340194135,17.259687808585003,0.46697644931000004
3400.0,28.45530822054,0.42061857483,18.693098263299998,0.33805006906,18.660467560304998,0.5084315381600001
3500.0,31.963741769705003,0.46502144888500013,20.134104871065002,0.399961763105,20.961607833995,0.5960506432949999
3600.0,32.71989652769,0.45617827112500003,21.522340167775,0.4589048519799999,20.613631992484997,0.568137968165
3700.0,32.967442918405006,0.4555338007550001,24.101147073815,0.459087946095,25.150309764164994,0.651639254215
3800.0,37.51189965488001,0.478388832185,25.450210138944996,0.52371645016,26.173865951514998,0.6558704581849999
3900.0,54.576921543585,0.6034471405549999,27.712380340009997,0.520968341545,28.76307933215,0.7231429608550002
4000.0,57.6672244082,0.7150358334399998,29.89996765297,0.5491711830849999,29.238632209119995,0.666685037985
4100.0,65.36526391133499,0.7743870944150002,33.617690718885,0.62017927798,34.313978605695,0.7953040596399998
4200.0,63.28483193999,0.790718454935,35.452584496094985,0.613790730455,36.617317864385,0.8536341141400002
4300.0,67.56250103788,0.7410586189050001,38.288754234935,0.6126185121500001,35.476875528849995,0.7580586468649999
4400.0,72.16803755668,0.6750756483250002,40.229161703379994,0.67867104245,41.801818772459995,0.9430225569200001
4500.0,98.03828524705996,0.9444214113499999,43.58199480310999,0.690374835385,42.098346535359994,0.936564762275
4600.0,98.99020013757999,1.11344757568,44.563488388850004,0.7224406706700002,47.903923174075,1.0155851515950003
4700.0,100.41071313378501,1.150482117905,49.064955704780004,0.7676170750000001,51.23242491882501,1.05578032233
4800.0,103.272593081115,1.194479171705,52.99730631089501,0.7906398327349998,52.679990813685,1.0973313891299998
4900.0,108.840288928015,1.24222867414,57.303032652789994,0.81357483377,56.51255293939502,1.1068736192300002
5000.0,105.68733271799003,1.11576172522,60.03327001002001,0.84645576098,60.235269651005,1.2252736645599998
5100.0,123.24501370702,1.1899788309500001,63.2118518337,0.8602518231050001,64.56891781254501,1.2416595991449997
5200.0,122.81571966829001,1.221230236245,66.802428754155,0.92630274481,67.416479125125,1.30026609942
5300.0,156.097887687365,1.3285386908900005,71.55113456728,0.9215003774299998,71.34105344276,1.3371026201800005
5400.0,162.825102613135,1.443544953505,75.34424078716499,1.013889045185,75.59038556025999,1.3065158484299997
5500.0,133.12430156451998,1.8945575958049998,79.65691874640501,1.0283079407000002,78.24589690942001,1.3475301468199996
5600.0,78.72173930756499,0.8720502827100001,82.27020409457998,1.0626365085800002,86.06502881601,1.5995427124899997
5700.0,45.442393512215006,0.33209040576500004,86.79146017995998,1.059820432075,87.414950576575,1.4488750431250004
5800.0,46.649358742815004,0.359217231195,91.56384460216998,1.126750174055,92.283431545595,1.5644577153099997
5900.0,49.82012162657501,0.3643242552599999,98.08989487793998,1.142792505225,102.54766033063498,1.7299715066849999
6000.0,52.062965954545,0.372738136155,101.32108491913,1.1921565299399999,101.774042079115,1.6675774360999998
6100.0,54.68377757972,0.38712357862999985,105.99076311439501,1.1934102149399999,108.44891261239499,1.69378715608
6200.0,57.160261637845004,0.40386704208999996,113.22754330072499,1.2764089001899999,116.16421585943999,1.8036259859850003
6300.0,59.828299387125,0.41127159781999995,119.28827482241496,1.3040070124299998,96.95102748452499,1.42118029372
6400.0,62.388866057570006,0.43152205301,123.67792326586003,1.3531523213050003,101.47191526216999,1.520250909405
6500.0,66.24762872600999,0.4636413598050001,131.51821397243,1.3856080191050006,107.58691371454,1.6048970555349995
6600.0,69.36667894841001,0.434766880745,136.48746044893,1.5017747938799997,111.16623176568999,1.7004067023450002
